Gene stable ID,Gene stable ID version,Gene name,Human gene stable ID,Human gene name
ENSCGRG00001019762,ENSCGRG00001019762.1,Espl1,ENSG00000135476,ESPL1
ENSCGRG00001019763,ENSCGRG00001019763.1,Hmgn3,ENSG00000118418,HMGN3
ENSCGRG00001019764,ENSCGRG00001019764.1,Trmt9b,ENSG00000250305,TRMT9B
ENSCGRG00001019765,ENSCGRG00001019765.1,Dcaf1,ENSG00000145041,DCAF1
ENSCGRG00001019766,ENSCGRG00001019766.1,,ENSG00000101883,RHOXF1
ENSCGRG00001019767,ENSCGRG00001019767.1,Qsox2,ENSG00000165661,QSOX2
ENSCGRG00001019768,ENSCGRG00001019768.1,Trh,ENSG00000170893,TRH
ENSCGRG00001019769,ENSCGRG00001019769.1,Farsa,ENSG00000179115,FARSA
ENSCGRG00001019770,ENSCGRG00001019770.1,Ipo7,ENSG00000205339,IPO7
ENSCGRG00001019771,ENSCGRG00001019771.1,Por,ENSG00000127948,POR
ENSCGRG00001019772,ENSCGRG00001019772.1,Minar2,ENSG00000186367,MINAR2
ENSCGRG00001019773,ENSCGRG00001019773.1,Dzip3,ENSG00000198919,DZIP3
ENSCGRG00001019774,ENSCGRG00001019774.1,,ENSG00000223802,CERS1
ENSCGRG00001019775,ENSCGRG00001019775.1,Cby2,ENSG00000174015,CBY2
ENSCGRG00001019776,ENSCGRG00001019776.1,Col23a1,ENSG00000050767,COL23A1
ENSCGRG00001019777,ENSCGRG00001019777.1,Celf3,ENSG00000159409,CELF3
ENSCGRG00001019778,ENSCGRG00001019778.1,,ENSG00000043093,DCUN1D1
ENSCGRG00001019779,ENSCGRG00001019779.1,,,
ENSCGRG00001019780,ENSCGRG00001019780.1,Kcnk15,ENSG00000124249,KCNK15
ENSCGRG00001019781,ENSCGRG00001019781.1,Zc3h15,ENSG00000065548,ZC3H15
ENSCGRG00001019782,ENSCGRG00001019782.1,Zbtb44,ENSG00000196323,ZBTB44
ENSCGRG00001019783,ENSCGRG00001019783.1,,ENSG00000249222,ATP5MGL
ENSCGRG00001019783,ENSCGRG00001019783.1,,ENSG00000167283,ATP5MG
ENSCGRG00001019784,ENSCGRG00001019784.1,Faap100,ENSG00000185504,FAAP100
ENSCGRG00001019785,ENSCGRG00001019785.1,Zfp362,ENSG00000160094,ZNF362
ENSCGRG00001019786,ENSCGRG00001019786.1,,ENSG00000173214,MFSD4B
ENSCGRG00001019787,ENSCGRG00001019787.1,Shisal2b,ENSG00000145642,SHISAL2B
ENSCGRG00001019788,ENSCGRG00001019788.1,Adamts1,ENSG00000154734,ADAMTS1
ENSCGRG00001019789,ENSCGRG00001019789.1,Enkur,ENSG00000151023,ENKUR
ENSCGRG00001019790,ENSCGRG00001019790.1,Rpl22l1,ENSG00000163584,RPL22L1
ENSCGRG00001019791,ENSCGRG00001019791.1,Trappc10,ENSG00000160218,TRAPPC10
ENSCGRG00001019792,ENSCGRG00001019792.1,Slc25a14,ENSG00000102078,SLC25A14
ENSCGRG00001019793,ENSCGRG00001019793.1,,,
ENSCGRG00001019794,ENSCGRG00001019794.1,Zfp267,,
ENSCGRG00001019795,ENSCGRG00001019795.1,Dcn,ENSG00000011465,DCN
ENSCGRG00001019796,ENSCGRG00001019796.1,Ptprn2,ENSG00000155093,PTPRN2
ENSCGRG00001019797,ENSCGRG00001019797.1,Atm,ENSG00000149311,ATM
ENSCGRG00001019798,ENSCGRG00001019798.1,Fbxo4,ENSG00000151876,FBXO4
ENSCGRG00001019799,ENSCGRG00001019799.1,Cdh11,ENSG00000140937,CDH11
ENSCGRG00001019800,ENSCGRG00001019800.1,Rap2c,ENSG00000123728,RAP2C
ENSCGRG00001019801,ENSCGRG00001019801.1,Serpina12,ENSG00000165953,SERPINA12
ENSCGRG00001019802,ENSCGRG00001019802.1,Cables1,ENSG00000134508,CABLES1
ENSCGRG00001019803,ENSCGRG00001019803.1,,ENSG00000171497,PPID
ENSCGRG00001019804,ENSCGRG00001019804.1,Slc26a7,ENSG00000147606,SLC26A7
ENSCGRG00001019805,ENSCGRG00001019805.1,Ifitm6,,
ENSCGRG00001019806,ENSCGRG00001019806.1,F830045P16Rik,,
ENSCGRG00001019807,ENSCGRG00001019807.1,Usp39,ENSG00000168883,USP39
ENSCGRG00001019808,ENSCGRG00001019808.1,Clpp,ENSG00000125656,CLPP
ENSCGRG00001019809,ENSCGRG00001019809.1,,ENSG00000172831,CES2
ENSCGRG00001019810,ENSCGRG00001019810.1,Potegl,ENSG00000181626,ANKRD62
ENSCGRG00001019811,ENSCGRG00001019811.1,,ENSG00000273611,ZNHIT3
ENSCGRG00001019812,ENSCGRG00001019812.1,Kif17,ENSG00000117245,KIF17
ENSCGRG00001019813,ENSCGRG00001019813.1,Ttc8,ENSG00000165533,TTC8
ENSCGRG00001019814,ENSCGRG00001019814.1,,ENSG00000076043,REXO2
ENSCGRG00001019815,ENSCGRG00001019815.1,Ttc33,ENSG00000113638,TTC33
ENSCGRG00001019816,ENSCGRG00001019816.1,Ccdc51,ENSG00000164051,CCDC51
ENSCGRG00001019817,ENSCGRG00001019817.1,Rras,ENSG00000126458,RRAS
ENSCGRG00001019818,ENSCGRG00001019818.1,Fbxo8,ENSG00000164117,FBXO8
ENSCGRG00001019819,ENSCGRG00001019819.1,Gap43,ENSG00000172020,GAP43
ENSCGRG00001019820,ENSCGRG00001019820.1,Myl6b,ENSG00000196465,MYL6B
ENSCGRG00001019821,ENSCGRG00001019821.1,Chil6,ENSG00000134216,CHIA
ENSCGRG00001019822,ENSCGRG00001019822.1,Il13,ENSG00000169194,IL13
ENSCGRG00001019823,ENSCGRG00001019823.1,Slc4a7,ENSG00000033867,SLC4A7
ENSCGRG00001019824,ENSCGRG00001019824.1,,,
ENSCGRG00001019825,ENSCGRG00001019825.1,Tsacc,ENSG00000163467,TSACC
ENSCGRG00001019826,ENSCGRG00001019826.1,Fabp9,ENSG00000205186,FABP9
ENSCGRG00001019827,ENSCGRG00001019827.1,Emp3,ENSG00000142227,EMP3
ENSCGRG00001019828,ENSCGRG00001019828.1,Gm13420,ENSG00000283526,PRRT1B
ENSCGRG00001019829,ENSCGRG00001019829.1,Phf2,ENSG00000197724,PHF2
ENSCGRG00001019830,ENSCGRG00001019830.1,Taok2,ENSG00000149930,TAOK2
ENSCGRG00001019831,ENSCGRG00001019831.1,Slc18a1,ENSG00000036565,SLC18A1
ENSCGRG00001019832,ENSCGRG00001019832.1,Phf1,ENSG00000112511,PHF1
ENSCGRG00001019833,ENSCGRG00001019833.1,Exoc6b,ENSG00000144036,EXOC6B
ENSCGRG00001019834,ENSCGRG00001019834.1,Kmt5b,ENSG00000110066,KMT5B
ENSCGRG00001019835,ENSCGRG00001019835.1,,ENSG00000172831,CES2
ENSCGRG00001019836,ENSCGRG00001019836.1,Apba3,ENSG00000011132,APBA3
ENSCGRG00001019837,ENSCGRG00001019837.1,Ece2,ENSG00000145194,ECE2
ENSCGRG00001019838,ENSCGRG00001019838.1,St3gal2,ENSG00000157350,ST3GAL2
ENSCGRG00001019839,ENSCGRG00001019839.1,Ppp1r8,ENSG00000117751,PPP1R8
ENSCGRG00001019840,ENSCGRG00001019840.1,Cfap70,ENSG00000156042,CFAP70
ENSCGRG00001019841,ENSCGRG00001019841.1,Calb1,ENSG00000104327,CALB1
ENSCGRG00001019842,ENSCGRG00001019842.1,Pus3,ENSG00000110060,PUS3
ENSCGRG00001019843,ENSCGRG00001019843.1,Dlx4,ENSG00000108813,DLX4
ENSCGRG00001019844,ENSCGRG00001019844.1,Pah,ENSG00000171759,PAH
ENSCGRG00001019845,ENSCGRG00001019845.1,Dppa2,ENSG00000163530,DPPA2
ENSCGRG00001019846,ENSCGRG00001019846.1,Lsg1,ENSG00000041802,LSG1
ENSCGRG00001019847,ENSCGRG00001019847.1,Luc7l2,ENSG00000146963,LUC7L2
ENSCGRG00001019848,ENSCGRG00001019848.1,Klrh1,ENSG00000205810,KLRC3
ENSCGRG00001019848,ENSCGRG00001019848.1,Klrh1,ENSG00000205809,KLRC2
ENSCGRG00001019848,ENSCGRG00001019848.1,Klrh1,ENSG00000134545,KLRC1
ENSCGRG00001019849,ENSCGRG00001019849.1,Itgad,ENSG00000156886,ITGAD
ENSCGRG00001019850,ENSCGRG00001019850.1,Adam33,ENSG00000149451,ADAM33
ENSCGRG00001019851,ENSCGRG00001019851.1,Pikfyve,ENSG00000115020,PIKFYVE
ENSCGRG00001019852,ENSCGRG00001019852.1,Plcl2,ENSG00000154822,PLCL2
ENSCGRG00001019853,ENSCGRG00001019853.1,Hsd17b10,ENSG00000072506,HSD17B10
ENSCGRG00001019854,ENSCGRG00001019854.1,Tmod4,ENSG00000163157,TMOD4
ENSCGRG00001019855,ENSCGRG00001019855.1,Clmp,ENSG00000166250,CLMP
ENSCGRG00001019856,ENSCGRG00001019856.1,Rabep2,ENSG00000177548,RABEP2
ENSCGRG00001019857,ENSCGRG00001019857.1,,ENSG00000145919,BOD1
ENSCGRG00001019857,ENSCGRG00001019857.1,,ENSG00000228075,BOD1L2
ENSCGRG00001019858,ENSCGRG00001019858.1,Iqgap2,ENSG00000145703,IQGAP2
ENSCGRG00001019859,ENSCGRG00001019859.1,Nsd3,ENSG00000147548,NSD3
ENSCGRG00001019860,ENSCGRG00001019860.1,Fam114a2,ENSG00000055147,FAM114A2
ENSCGRG00001019861,ENSCGRG00001019861.1,Clec4a3,ENSG00000198178,CLEC4C
ENSCGRG00001019862,ENSCGRG00001019862.1,,ENSG00000150540,HNMT
ENSCGRG00001019863,ENSCGRG00001019863.1,Sv2b,ENSG00000185518,SV2B
ENSCGRG00001019864,ENSCGRG00001019864.1,Plec,ENSG00000178209,PLEC
ENSCGRG00001019865,ENSCGRG00001019865.1,Bmpr1b,ENSG00000138696,BMPR1B
ENSCGRG00001019866,ENSCGRG00001019866.1,Pgm2,ENSG00000169299,PGM2
ENSCGRG00001019867,ENSCGRG00001019867.1,,,
ENSCGRG00001019868,ENSCGRG00001019868.1,Sost,ENSG00000167941,SOST
ENSCGRG00001019869,ENSCGRG00001019869.1,Kndc1,ENSG00000171798,KNDC1
ENSCGRG00001019870,ENSCGRG00001019870.1,Zfr2,ENSG00000105278,ZFR2
ENSCGRG00001019871,ENSCGRG00001019871.1,Dctn5,ENSG00000166847,DCTN5
ENSCGRG00001019872,ENSCGRG00001019872.1,Dexi,ENSG00000182108,DEXI
ENSCGRG00001019873,ENSCGRG00001019873.1,Cd177,,
ENSCGRG00001019874,ENSCGRG00001019874.1,Gsto2,ENSG00000065621,GSTO2
ENSCGRG00001019875,ENSCGRG00001019875.1,Sult1c1,ENSG00000196228,SULT1C3
ENSCGRG00001019876,ENSCGRG00001019876.1,Abhd10,ENSG00000144827,ABHD10
ENSCGRG00001019877,ENSCGRG00001019877.1,Snx1,ENSG00000028528,SNX1
ENSCGRG00001019878,ENSCGRG00001019878.1,Prss8,ENSG00000052344,PRSS8
ENSCGRG00001019879,ENSCGRG00001019879.1,Utp25,ENSG00000117597,UTP25
ENSCGRG00001019880,ENSCGRG00001019880.1,Trim67,ENSG00000119283,TRIM67
ENSCGRG00001019881,ENSCGRG00001019881.1,,,
ENSCGRG00001019882,ENSCGRG00001019882.1,DNASE1L1,ENSG00000013563,DNASE1L1
ENSCGRG00001019883,ENSCGRG00001019883.1,Tfpi2,ENSG00000105825,TFPI2
ENSCGRG00001019884,ENSCGRG00001019884.1,Hoxa7,ENSG00000122592,HOXA7
ENSCGRG00001019885,ENSCGRG00001019885.1,Rnf43,ENSG00000108375,RNF43
ENSCGRG00001019886,ENSCGRG00001019886.1,Sbds,,
ENSCGRG00001019887,ENSCGRG00001019887.1,Cdkl1,ENSG00000100490,CDKL1
ENSCGRG00001019888,ENSCGRG00001019888.1,Spaca9,ENSG00000165698,SPACA9
ENSCGRG00001019889,ENSCGRG00001019889.1,Ush1c,ENSG00000006611,USH1C
ENSCGRG00001019890,ENSCGRG00001019890.1,Zfp248,ENSG00000198105,ZNF248
ENSCGRG00001019891,ENSCGRG00001019891.1,,ENSG00000166801,FAM111A
ENSCGRG00001019892,ENSCGRG00001019892.1,Uri1,ENSG00000105176,URI1
ENSCGRG00001019893,ENSCGRG00001019893.1,Rmdn1,ENSG00000176623,RMDN1
ENSCGRG00001019894,ENSCGRG00001019894.1,4921524J17Rik,ENSG00000155330,C16orf87
ENSCGRG00001019895,ENSCGRG00001019895.1,Il27ra,ENSG00000104998,IL27RA
ENSCGRG00001019896,ENSCGRG00001019896.1,Dcaf10,ENSG00000122741,DCAF10
ENSCGRG00001019897,ENSCGRG00001019897.1,Pik3ca,ENSG00000121879,PIK3CA
ENSCGRG00001019898,ENSCGRG00001019898.1,D8Ertd738e,ENSG00000104979,C19orf53
ENSCGRG00001019899,ENSCGRG00001019899.1,,,
ENSCGRG00001019900,ENSCGRG00001019900.1,Pex12,ENSG00000108733,PEX12
ENSCGRG00001019901,ENSCGRG00001019901.1,Brwd1,,
ENSCGRG00001019902,ENSCGRG00001019902.1,,ENSG00000203859,HSD3B2
ENSCGRG00001019902,ENSCGRG00001019902.1,,ENSG00000203857,HSD3B1
ENSCGRG00001019903,ENSCGRG00001019903.1,Ppp1r3a,ENSG00000154415,PPP1R3A
ENSCGRG00001019904,ENSCGRG00001019904.1,Vopp1,ENSG00000154978,VOPP1
ENSCGRG00001019905,ENSCGRG00001019905.1,Rida,ENSG00000132541,RIDA
ENSCGRG00001019906,ENSCGRG00001019906.1,Onecut2,ENSG00000119547,ONECUT2
ENSCGRG00001019907,ENSCGRG00001019907.1,Atic,ENSG00000138363,ATIC
ENSCGRG00001019908,ENSCGRG00001019908.1,Psmd14,ENSG00000115233,PSMD14
ENSCGRG00001019909,ENSCGRG00001019909.1,,ENSG00000144597,EAF1
ENSCGRG00001019910,ENSCGRG00001019910.1,,ENSG00000177143,CETN1
ENSCGRG00001019911,ENSCGRG00001019911.1,,ENSG00000120253,NUP43
ENSCGRG00001019912,ENSCGRG00001019912.1,Nkx3-1,ENSG00000167034,NKX3-1
ENSCGRG00001019913,ENSCGRG00001019913.1,Trpv4,ENSG00000111199,TRPV4
ENSCGRG00001019914,ENSCGRG00001019914.1,Caskin1,ENSG00000167971,CASKIN1
ENSCGRG00001019915,ENSCGRG00001019915.1,,ENSG00000103121,CMC2
ENSCGRG00001019916,ENSCGRG00001019916.1,,ENSG00000255837,TAS2R20
ENSCGRG00001019916,ENSCGRG00001019916.1,,ENSG00000212126,TAS2R50
ENSCGRG00001019916,ENSCGRG00001019916.1,,ENSG00000255374,TAS2R43
ENSCGRG00001019916,ENSCGRG00001019916.1,,ENSG00000212124,TAS2R19
ENSCGRG00001019916,ENSCGRG00001019916.1,,ENSG00000256188,TAS2R30
ENSCGRG00001019916,ENSCGRG00001019916.1,,ENSG00000226761,TAS2R46
ENSCGRG00001019916,ENSCGRG00001019916.1,,ENSG00000256436,TAS2R31
ENSCGRG00001019917,ENSCGRG00001019917.1,,ENSG00000114125,RNF7
ENSCGRG00001019918,ENSCGRG00001019918.1,Magi3,ENSG00000081026,MAGI3
ENSCGRG00001019919,ENSCGRG00001019919.1,Ptgis,ENSG00000124212,PTGIS
ENSCGRG00001019920,ENSCGRG00001019920.1,SLC35A1,ENSG00000164414,SLC35A1
ENSCGRG00001019921,ENSCGRG00001019921.1,Gatd3a,ENSG00000160221,GATD3
ENSCGRG00001019922,ENSCGRG00001019922.1,,ENSG00000188155,KRTAP10-6
ENSCGRG00001019922,ENSCGRG00001019922.1,,ENSG00000221837,KRTAP10-9
ENSCGRG00001019922,ENSCGRG00001019922.1,,ENSG00000198271,KRTAP4-5
ENSCGRG00001019922,ENSCGRG00001019922.1,,ENSG00000244537,KRTAP4-2
ENSCGRG00001019922,ENSCGRG00001019922.1,,ENSG00000198443,KRTAP4-1
ENSCGRG00001019922,ENSCGRG00001019922.1,,ENSG00000212725,KRTAP2-1
ENSCGRG00001019922,ENSCGRG00001019922.1,,ENSG00000212724,KRTAP2-3
ENSCGRG00001019922,ENSCGRG00001019922.1,,ENSG00000214518,KRTAP2-2
ENSCGRG00001019922,ENSCGRG00001019922.1,,ENSG00000213417,KRTAP2-4
ENSCGRG00001019922,ENSCGRG00001019922.1,,ENSG00000239886,KRTAP9-2
ENSCGRG00001019922,ENSCGRG00001019922.1,,ENSG00000212659,KRTAP9-6
ENSCGRG00001019922,ENSCGRG00001019922.1,,ENSG00000204873,KRTAP9-3
ENSCGRG00001019922,ENSCGRG00001019922.1,,ENSG00000198083,KRTAP9-9
ENSCGRG00001019922,ENSCGRG00001019922.1,,ENSG00000187272,KRTAP9-8
ENSCGRG00001019922,ENSCGRG00001019922.1,,ENSG00000180386,KRTAP9-7
ENSCGRG00001019922,ENSCGRG00001019922.1,,ENSG00000241595,KRTAP9-4
ENSCGRG00001019922,ENSCGRG00001019922.1,,ENSG00000243489,KRTAP10-11
ENSCGRG00001019922,ENSCGRG00001019922.1,,ENSG00000215454,KRTAP10-4
ENSCGRG00001019922,ENSCGRG00001019922.1,,ENSG00000212721,KRTAP4-11
ENSCGRG00001019922,ENSCGRG00001019922.1,,ENSG00000204880,KRTAP4-8
ENSCGRG00001019922,ENSCGRG00001019922.1,,ENSG00000212722,KRTAP4-9
ENSCGRG00001019922,ENSCGRG00001019922.1,,ENSG00000241241,KRTAP4-16
ENSCGRG00001019922,ENSCGRG00001019922.1,,ENSG00000171396,KRTAP4-4
ENSCGRG00001019922,ENSCGRG00001019922.1,,ENSG00000240542,KRTAP9-1
ENSCGRG00001019923,ENSCGRG00001019923.1,Apaf1,ENSG00000120868,APAF1
ENSCGRG00001019924,ENSCGRG00001019924.1,Wap,,
ENSCGRG00001019925,ENSCGRG00001019925.1,Aamp,ENSG00000127837,AAMP
ENSCGRG00001019926,ENSCGRG00001019926.1,Arid5b,ENSG00000150347,ARID5B
ENSCGRG00001019927,ENSCGRG00001019927.1,Thada,ENSG00000115970,THADA
ENSCGRG00001019928,ENSCGRG00001019928.1,Cdc42bpa,ENSG00000143776,CDC42BPA
ENSCGRG00001019929,ENSCGRG00001019929.1,Tnni3k,ENSG00000116783,TNNI3K
ENSCGRG00001019930,ENSCGRG00001019930.1,Zc2hc1b,ENSG00000118491,ZC2HC1B
ENSCGRG00001019931,ENSCGRG00001019931.1,Actg2,ENSG00000163017,ACTG2
ENSCGRG00001019932,ENSCGRG00001019932.1,Rgma,ENSG00000182175,RGMA
ENSCGRG00001019933,ENSCGRG00001019933.1,Stac2,ENSG00000141750,STAC2
ENSCGRG00001019934,ENSCGRG00001019934.1,Cplane2,ENSG00000132881,CPLANE2
ENSCGRG00001019935,ENSCGRG00001019935.1,Mga,ENSG00000174197,MGA
ENSCGRG00001019936,ENSCGRG00001019936.1,Myoz1,ENSG00000177791,MYOZ1
ENSCGRG00001019937,ENSCGRG00001019937.1,Pced1a,ENSG00000132635,PCED1A
ENSCGRG00001019938,ENSCGRG00001019938.1,Nbea,ENSG00000172915,NBEA
ENSCGRG00001019939,ENSCGRG00001019939.1,Fam168a,ENSG00000054965,FAM168A
ENSCGRG00001019940,ENSCGRG00001019940.1,Pou5f2,ENSG00000248483,POU5F2
ENSCGRG00001019941,ENSCGRG00001019941.1,Plcg2,ENSG00000197943,PLCG2
ENSCGRG00001019942,ENSCGRG00001019942.1,Olfr94,ENSG00000237988,OR2I1P
ENSCGRG00001019943,ENSCGRG00001019943.1,Olfr11,ENSG00000124657,OR2B6
ENSCGRG00001019944,ENSCGRG00001019944.1,Scn1b,ENSG00000105711,SCN1B
ENSCGRG00001019945,ENSCGRG00001019945.1,Rnf25,ENSG00000163481,RNF25
ENSCGRG00001019946,ENSCGRG00001019946.1,,ENSG00000105993,DNAJB6
ENSCGRG00001019947,ENSCGRG00001019947.1,Snx18,ENSG00000178996,SNX18
ENSCGRG00001019948,ENSCGRG00001019948.1,IL1B,ENSG00000125538,IL1B
ENSCGRG00001019949,ENSCGRG00001019949.1,Nup54,ENSG00000138750,NUP54
ENSCGRG00001019950,ENSCGRG00001019950.1,Kctd10,ENSG00000110906,KCTD10
ENSCGRG00001019951,ENSCGRG00001019951.1,Tpd52,ENSG00000076554,TPD52
ENSCGRG00001019952,ENSCGRG00001019952.1,Rint1,ENSG00000135249,RINT1
ENSCGRG00001019953,ENSCGRG00001019953.1,Grsf1,ENSG00000132463,GRSF1
ENSCGRG00001019954,ENSCGRG00001019954.1,Map3k3,ENSG00000198909,MAP3K3
ENSCGRG00001019955,ENSCGRG00001019955.1,Atp4a,ENSG00000105675,ATP4A
ENSCGRG00001019956,ENSCGRG00001019956.1,Frmd7,ENSG00000165694,FRMD7
ENSCGRG00001019957,ENSCGRG00001019957.1,Mrpl40,ENSG00000185608,MRPL40
ENSCGRG00001019958,ENSCGRG00001019958.1,Sh3pxd2a,ENSG00000107957,SH3PXD2A
ENSCGRG00001019959,ENSCGRG00001019959.1,Rlim,ENSG00000131263,RLIM
ENSCGRG00001019960,ENSCGRG00001019960.1,Ercc8,ENSG00000049167,ERCC8
ENSCGRG00001019961,ENSCGRG00001019961.1,,ENSG00000153896,ZNF599
ENSCGRG00001019962,ENSCGRG00001019962.1,Pcdh1,ENSG00000156453,PCDH1
ENSCGRG00001019963,ENSCGRG00001019963.1,Sun1,ENSG00000164828,SUN1
ENSCGRG00001019964,ENSCGRG00001019964.1,Kbtbd2,ENSG00000170852,KBTBD2
ENSCGRG00001019965,ENSCGRG00001019965.1,Snx27,ENSG00000143376,SNX27
ENSCGRG00001019966,ENSCGRG00001019966.1,Mrpl22,ENSG00000082515,MRPL22
ENSCGRG00001019967,ENSCGRG00001019967.1,Six3,ENSG00000138083,SIX3
ENSCGRG00001019968,ENSCGRG00001019968.1,Knop1,ENSG00000103550,KNOP1
ENSCGRG00001019969,ENSCGRG00001019969.1,Shprh,ENSG00000146414,SHPRH
ENSCGRG00001019970,ENSCGRG00001019970.1,Nps,ENSG00000214285,NPS
ENSCGRG00001019971,ENSCGRG00001019971.1,Carmil3,ENSG00000186648,CARMIL3
ENSCGRG00001019972,ENSCGRG00001019972.1,Mtmr10,ENSG00000166912,MTMR10
ENSCGRG00001019973,ENSCGRG00001019973.1,Zbtb1,ENSG00000126804,ZBTB1
ENSCGRG00001019974,ENSCGRG00001019974.1,Casp7,ENSG00000165806,CASP7
ENSCGRG00001019975,ENSCGRG00001019975.1,Ros1,ENSG00000047936,ROS1
ENSCGRG00001019976,ENSCGRG00001019976.1,Ipo9,ENSG00000198700,IPO9
ENSCGRG00001019977,ENSCGRG00001019977.1,,ENSG00000160868,CYP3A4
ENSCGRG00001019977,ENSCGRG00001019977.1,,ENSG00000021461,CYP3A43
ENSCGRG00001019977,ENSCGRG00001019977.1,,ENSG00000160870,CYP3A7
ENSCGRG00001019977,ENSCGRG00001019977.1,,ENSG00000106258,CYP3A5
ENSCGRG00001019978,ENSCGRG00001019978.1,Eml5,ENSG00000165521,EML5
ENSCGRG00001019979,ENSCGRG00001019979.1,Dennd4a,ENSG00000174485,DENND4A
ENSCGRG00001019980,ENSCGRG00001019980.1,Tra2a,ENSG00000164548,TRA2A
ENSCGRG00001019981,ENSCGRG00001019981.1,Hif1an,ENSG00000166135,HIF1AN
ENSCGRG00001019982,ENSCGRG00001019982.1,Smap2,ENSG00000084070,SMAP2
ENSCGRG00001019983,ENSCGRG00001019983.1,Btn2a2,ENSG00000124508,BTN2A2
ENSCGRG00001019984,ENSCGRG00001019984.1,Fam172a,ENSG00000113391,FAM172A
ENSCGRG00001019985,ENSCGRG00001019985.1,Bri3bp,ENSG00000184992,BRI3BP
ENSCGRG00001019986,ENSCGRG00001019986.1,Mcm7,ENSG00000166508,MCM7
ENSCGRG00001019987,ENSCGRG00001019987.1,Gulo,,
ENSCGRG00001019988,ENSCGRG00001019988.1,Arhgef15,ENSG00000198844,ARHGEF15
ENSCGRG00001019989,ENSCGRG00001019989.1,Tpd52l2,ENSG00000101150,TPD52L2
ENSCGRG00001019990,ENSCGRG00001019990.1,Commd2,ENSG00000114744,COMMD2
ENSCGRG00001019991,ENSCGRG00001019991.1,Rasip1,ENSG00000105538,RASIP1
ENSCGRG00001019992,ENSCGRG00001019992.1,Slc12a2,ENSG00000064651,SLC12A2
ENSCGRG00001019993,ENSCGRG00001019993.1,Krt39,ENSG00000196859,KRT39
ENSCGRG00001019994,ENSCGRG00001019994.1,,ENSG00000108387,SEPTIN4
ENSCGRG00001019995,ENSCGRG00001019995.1,Plcd4,ENSG00000115556,PLCD4
ENSCGRG00001019996,ENSCGRG00001019996.1,Prdm16,ENSG00000142611,PRDM16
ENSCGRG00001019997,ENSCGRG00001019997.1,Fbxo3,ENSG00000110429,FBXO3
ENSCGRG00001019998,ENSCGRG00001019998.1,,ENSG00000168124,OR1F1
ENSCGRG00001019999,ENSCGRG00001019999.1,Smpd2,ENSG00000135587,SMPD2
ENSCGRG00001020000,ENSCGRG00001020000.1,,ENSG00000138109,CYP2C9
ENSCGRG00001020000,ENSCGRG00001020000.1,,ENSG00000165841,CYP2C19
ENSCGRG00001020001,ENSCGRG00001020001.1,Rbks,ENSG00000171174,RBKS
ENSCGRG00001020002,ENSCGRG00001020002.1,Engase,ENSG00000167280,ENGASE
ENSCGRG00001020003,ENSCGRG00001020003.1,Parp9,ENSG00000138496,PARP9
ENSCGRG00001020004,ENSCGRG00001020004.1,Pecam1,ENSG00000261371,PECAM1
ENSCGRG00001020005,ENSCGRG00001020005.1,Wdr47,ENSG00000085433,WDR47
ENSCGRG00001020006,ENSCGRG00001020006.1,,ENSG00000120451,SNX19
ENSCGRG00001020007,ENSCGRG00001020007.1,Tab3,ENSG00000157625,TAB3
ENSCGRG00001020008,ENSCGRG00001020008.1,Jph1,ENSG00000104369,JPH1
ENSCGRG00001020009,ENSCGRG00001020009.1,Noxo1,ENSG00000196408,NOXO1
ENSCGRG00001020010,ENSCGRG00001020010.1,Copg2,ENSG00000158623,COPG2
ENSCGRG00001020011,ENSCGRG00001020011.1,,ENSG00000103275,UBE2I
ENSCGRG00001020012,ENSCGRG00001020012.1,Capns1,ENSG00000126247,CAPNS1
ENSCGRG00001020013,ENSCGRG00001020013.1,Ucp1,ENSG00000109424,UCP1
ENSCGRG00001020014,ENSCGRG00001020014.1,Klhl26,ENSG00000167487,KLHL26
ENSCGRG00001020015,ENSCGRG00001020015.1,Clec4g,ENSG00000182566,CLEC4G
ENSCGRG00001020016,ENSCGRG00001020016.1,Smpd4,ENSG00000136699,SMPD4
ENSCGRG00001020017,ENSCGRG00001020017.1,,ENSG00000164821,DEFA4
ENSCGRG00001020017,ENSCGRG00001020017.1,,ENSG00000164822,DEFA6
ENSCGRG00001020017,ENSCGRG00001020017.1,,ENSG00000206047,DEFA1
ENSCGRG00001020017,ENSCGRG00001020017.1,,ENSG00000164816,DEFA5
ENSCGRG00001020017,ENSCGRG00001020017.1,,ENSG00000239839,DEFA3
ENSCGRG00001020017,ENSCGRG00001020017.1,,ENSG00000240247,DEFA1B
ENSCGRG00001020018,ENSCGRG00001020018.1,,ENSG00000144566,RAB5A
ENSCGRG00001020019,ENSCGRG00001020019.1,Slc46a2,ENSG00000119457,SLC46A2
ENSCGRG00001020020,ENSCGRG00001020020.1,Phf8,ENSG00000172943,PHF8
ENSCGRG00001020021,ENSCGRG00001020021.1,Rpl30,ENSG00000156482,RPL30
ENSCGRG00001020022,ENSCGRG00001020022.1,Dennd1c,ENSG00000205744,DENND1C
ENSCGRG00001020023,ENSCGRG00001020023.1,Hebp2,ENSG00000051620,HEBP2
ENSCGRG00001020024,ENSCGRG00001020024.1,Nek9,ENSG00000119638,NEK9
ENSCGRG00001020025,ENSCGRG00001020025.1,,ENSG00000108961,RANGRF
ENSCGRG00001020026,ENSCGRG00001020026.1,Fbxl12,ENSG00000127452,FBXL12
