reaction	minimum	maximum
RE1922C: C09642_c + amet_c --> C09640_c + ahcys_c + h_c	[0.]	[0.]
SIAOACET: accoa_c + acnam_c + h_c --> aanam_c + coa_c	[0.]	[0.]
RE3515C: C08276_c + h_c <=> acryl_c + ch4s_c	[1000.]	[0.]
G12MT2: gdpmann_c + m3mpdol_c --> gdp_c + h_c + m4mpdol_c	[0.]	[0.]
r0796: h_c + nadh_c + rib_D_c <=> nad_c + rbt_c	[1000.]	[0.]
GLCNACT: naglc2p_c + uacgam_c --> chito2pdol_c + h_c + udp_c	[1000.]	[-1.32289227e-12]
THYST: paps_c + thyox_L_c --> h_c + pap_c + thyoxs_c	[111.11111111]	[-1.72808279e-13]
r0784: nad_c + xylt_c <=> h_c + nadh_c + xylu_L_c	[0.]	[0.]
RIBFLVt6: h_e + ribflv_e --> h_c + ribflv_c	[1000.]	[-1000.]
RN0013C: adrnl_c --> CE5536_c + 5.0 h_c	[1000.]	[0.]
MCLOR: mercplac_c + nad_c <=> h_c + mercppyr_c + nadh_c	[0.]	[0.]
RE3597C: h_c + leuktrB4wcooh_c + nadph_c <=> CE5947_c + nadp_c	[0.]	[-1000.]
IDOURtly: h_c + idour_c <=> h_l + idour_l	[0.]	[0.]
r0792: 5mthf_c + nad_c <=> 2.0 h_c + mlthf_c + nadh_c	[1.54744257e-13]	[-6.69115394e-14]
SUCRt2r: h_e + sucr_e <=> h_c + sucr_c	[1000.]	[-1000.]
RE1631C: C05298_c + amet_c <=> CE2184_c + ahcys_c + h_c	[0.]	[0.]
FE2tm: fe2_c + h_c --> fe2_m + h_m	[0.]	[0.]
FCYTOB5OXRy: 2.0 ficytb5_c + nadph_c --> 2.0 focytb5_c + h_c + nadp_c	[1000.]	[0.]
RE3420C: CE6504_c <=> C08261_c + CE2577_c + 3.0 h_c	[0.]	[0.]
RE2252C: CE5653_c + h_c + nadph_c <=> CE3136_c + nadp_c	[0.]	[0.]
MAN1PT2: gdp_c + h_c + man1p_c --> gdpmann_c + pi_c	[0.]	[0.]
RE3432C: CE5944_c + h_c + nadph_c <=> CE4987_c + nadp_c	[1000.]	[0.]
DOPAQNISO1: dopaqn_c <=> 2c23dh56dhoxin_c + h_c	[0.]	[0.]
TDPDRR: dtdp4d6dm_c + h_c + nadph_c --> dtdprmn_c + nadp_c	[0.]	[0.]
RE3629C: CE2089_c + accoa_c <=> CE2088_c + coa_c + h_c	[0.]	[0.]
RE2360C: accoa_c + leuktrE4_c <=> CE4936_c + coa_c + h_c	[0.]	[0.]
RE1711C_2: CE1918_c + nad_c <=> 5hoxindact_c + h_c + nadh_c	[0.]	[0.]
MCD: h_c + malcoa_c --> accoa_c + co2_c	[1000.]	[-1000.]
OHCUS: h_c + houdic_c --> alltn_c + co2_c	[1000.]	[0.]
RE1629C: CE2180_c + amet_c <=> CE2189_c + ahcys_c + h_c	[0.]	[0.]
ICDHyr: icit_c + nadp_c <=> h_c + nadph_c + oxalsucc_c	[0.]	[0.]
RE1628C: amet_c + hestratriol_c <=> CE2186_c + ahcys_c + h_c	[1000.]	[-1000.]
BiGGRxn36: 3sala_c + h_c <=> co2_c + hyptaur_c	[0.]	[0.]
OXALSUCCCL: h_c + oxalsucc_c <=> akg_c + co2_c	[1000.]	[-1000.]
RE1630C: C05298_c + amet_c <=> C05299_c + ahcys_c + h_c	[1000.]	[-1000.]
RE3430C: CE4990_c + h_c + nadph_c <=> CE5944_c + nadp_c	[0.]	[0.]
DOPASULT: dopa_c + paps_c --> dopasf_c + h_c + pap_c	[0.]	[0.]
GLYCLTDy: glx_c + h_c + nadph_c --> glyclt_c + nadp_c	[1000.]	[0.]
r0617: 4hpro_LT_c + nadp_c <=> 1p3h5c_c + 2.0 h_c + nadph_c	[1000.]	[0.]
GAUGE-R10221: 6pgc_c + nad_c <=> co2_c + h_c + nadh_c + ru5p_D_c	[1000.]	[-1000.]
RE3227C: CE5144_c + h_c + nadph_c <=> CE5148_c + nadp_c	[1000.]	[-1000.]
Kt3g: h_g + k_c <=> h_c + k_g	[500.]	[1.67351307e-11]
GapFill-R03945: nad_c + perillyl_c <=> h_c + nadh_c + pylald_c	[0.]	[0.]
RE2520C: 2.0 CE5536_c + nadph_c <=> 2.0 CE5541_c + h_c + nadp_c	[0.]	[0.]
GapFill-R04027: h_c + nmptrc_c + o2_c <=> 1mpyr_c + h2o2_c + nh4_c	[0.]	[0.]
RE3225C: CE5151_c + h_c + malcoa_c --> CE5152_c + co2_c + coa_c	[9.89075488e-12]	[-1000.]
RE3229C: CE5150_c + h_c + nadph_c <=> CE5151_c + nadp_c	[500.]	[1.84671268e-11]
3HXKYNDCL: hLkynr_c + h_c --> 3hxkynam_c + co2_c	[500.]	[-7.26241569e-12]
GapFill-R10104: 2.0 h_c + lcacoa_c + 2.0 nadph_c <=> coa_c + lcalcho_c + 2.0 nadp_c	[0.]	[0.]
RE3226C: CE5155_c + h_c + malcoa_c --> CE5156_c + co2_c + coa_c	[0.]	[0.]
PROGLYPEPT1tc: h_e + progly_e --> h_c + progly_c	[1000.]	[0.]
r2516: h_x + lac_L_x <=> h_c + lac_L_c	[1000.]	[0.]
3MOPt2im: 3mop_c + h_c <=> 3mop_m + h_m	[1000.]	[-1000.]
PEMET1: amet_c + mnh4p_c <=> ahcys_c + 2.0 h_c + pdmeeta_c	[1000.]	[-1000.]
RE3564C: CE6187_c + nad_c <=> CE6183_c + h_c + nadh_c	[1000.]	[-1000.]
LALDO: gthrd_c + lald_D_c + nad_c <=> h_c + lgt_S_c + nadh_c	[0.]	[0.]
r0788: HC00718_c + amet_c <=> HC01842_c + ahcys_c + 2.0 h_c	[1000.]	[-1000.]
3MOBt2im: 3mob_c + h_c <=> 3mob_m + h_m	[1000.]	[-1000.]
GGNG: Tyr_ggn_c + 8.0 udpg_c --> ggn_c + 8.0 h_c + 8.0 udp_c	[1000.]	[-1000.]
DHCRD1: dhcrm_cho_c + nadp_c --> crm_cho_c + h_c + nadph_c	[272.72727273]	[0.]
DURAD2: 56dthm_c + nadp_c <=> h_c + nadph_c + thym_c	[1000.]	[0.]
LALDO2x: h_c + mthgxl_c + nadh_c --> lald_D_c + nad_c	[1000.]	[-1000.]
XYLUR: h_c + nadph_c + xylu_L_c <=> nadp_c + xylt_c	[1000.]	[0.]
GAUGE-R10130: 2dsis_c + nadp_c <=> 3a23dsi_c + h_c + nadph_c	[1000.]	[-1000.]
r0224: dhf_c + h_c + nadh_c --> nad_c + thf_c	[1000.]	[-1000.]
r0236: 56dura_c + nad_c <=> h_c + nadh_c + ura_c	[1000.]	[0.]
r1088: cit_e + h_e <=> cit_c + h_c	[0.]	[-1000.]
5DGLCNR: glcn_c + nadp_c <=> 5dglcn_c + h_c + nadph_c	[1000.]	[-1000.]
r0021: 2.0 gthrd_c + nad_c <=> gthox_c + h_c + nadh_c	[1000.]	[-1000.]
3MCPST: h_c + mercppyr_c + so3_c --> otsul_c + pyr_c	[1000.]	[-1000.]
ASCBOX: ascb_L_c + 2.0 h_c + 2.0 o2s_c --> dhdascb_c + 2.0 h2o2_c	[1000.]	[0.]
RE3417C: CE6504_c <=> C08261_c + CE6506_c + h_c	[1000.]	[0.]
ALCD1: meoh_c + nad_c <=> fald_c + h_c + nadh_c	[0.]	[0.]
ALCD22_L: lald_L_c + nad_c --> h_c + mthgxl_c + nadh_c	[1000.]	[-1000.]
GALOR: gal_c + h_c + nadph_c <=> galt_c + nadp_c	[1000.]	[0.]
GapFill-R01895: nad_c + rbt_c <=> h_c + nadh_c + rbl_D_c	[1000.]	[-1000.]
ALCD21_D: 12ppd_R_c + nad_c --> h_c + lald_D_c + nadh_c	[1000.]	[-2.93976061e-13]
PPADCOAL: coa_c + ppad_c <=> amp_c + 2.0 h_c + ppcoa_c	[1000.]	[0.]
ALCD2if: etoh_c + nad_c --> acald_c + h_c + nadh_c	[1000.]	[0.]
GDPGPH: gdpglc_c + pi_c --> g1p_c + gdp_c + h_c	[1000.]	[0.]
RE1317C: C01507_c + nad_c <=> h_c + nadh_c + srb_L_c	[0.]	[0.]
FCYTOB5OXR: 2.0 ficytb5_c + nadh_c --> 2.0 focytb5_c + h_c + nad_c	[0.]	[0.]
FADRx2: fad_c + h_c + nadph_c --> fadh2_c + nadp_c	[0.]	[0.]
RE3338C: CE5344_c + nad_c <=> CE5345_c + h_c + nadh_c	[1000.]	[0.]
ALCD21_L: 12ppd_S_c + nad_c --> h_c + lald_L_c + nadh_c	[0.]	[0.]
DITHYRSULFO: 33dithyr_c + paps_c --> 33dithyrosul_c + h_c + pap_c	[1000.]	[0.]
CBR2: h_c + nadph_c + prostge2_c --> nadp_c + prostgf2_c	[0.]	[0.]
CYSAMO: cysam_c + o2_c --> h_c + hyptaur_c	[1000.]	[0.]
PIt2m: h_c + pi_c <=> h_m + pi_m	[1000.]	[-3.72236339e-13]
CBR1: h_c + nadph_c + prostg1_c --> nadp_c + prostge1_c	[1000.]	[-1000.]
ALCD22_D: lald_D_c + nad_c --> h_c + mthgxl_c + nadh_c	[0.]	[0.]
GapFill-R01738: glcn_c + nad_c <=> 5dglcn_c + h_c + nadh_c	[1000.]	[0.]
DLCLAT: Rtotalcoa_c + dlclpn_cho_c + h_c --> coa_c + mlclpn_cho_c	[1000.]	[-1000.]
FOLTle: fol_e + h_e --> fol_c + h_c	[1000.]	[0.]
PRGNLONESULT: paps_c + prgnlone_c --> h_c + pap_c + prgnlones_c	[1000.]	[0.]
ALCD2yf: etoh_c + nadp_c --> acald_c + h_c + nadph_c	[1000.]	[0.]
HSD3B13: 17ahprgnlone_c + nad_c --> 17ahprgstrn_c + h_c + nadh_c	[1000.]	[0.]
HSD3B11: nad_c + prgnlone_c --> h_c + nadh_c + prgstrn_c	[1000.]	[0.]
SPODM: 2.0 h_c + 2.0 o2s_c --> h2o2_c + o2_c	[1000.]	[0.]
GapFill-R04743: 3hdcoa_c + nad_c <=> 3odcoa_c + h_c + nadh_c	[1000.]	[0.]
RE3152C: CE4833_c + h_c + nadph_c <=> CE4831_c + nadp_c	[1000.]	[-1000.]
AGLPR: akdhap_cho_c + h_c + nadph_c --> akgp_cho_c + nadp_c	[0.]	[0.]
r1457: HC02228_c + h_c + nadph_c --> hxdcal_c + nadp_c	[0.]	[0.]
RE1819C: CE5531_c + h_c + nadph_c <=> CE4993_c + nadp_c	[1000.]	[0.]
RE3164C: CE4842_c + h_c + nadph_c <=> CE4843_c + nadp_c	[0.]	[0.]
SLDx: nad_c + sl_L_c <=> 3spyr_c + h_c + nadh_c	[0.]	[0.]
LEUGLYPEPT1tc: h_e + leugly_e --> h_c + leugly_c	[0.]	[-1000.]
r2390: HC00342_c + h_c + succ_m --> HC00342_m + h_m + succ_c	[1000.]	[0.]
N1SPRMNAA: N1sprm_c + accoa_c <=> N112dsprm_c + coa_c + h_c	[1000.]	[0.]
SPMS: ametam_c + ptrc_c --> 5mta_c + h_c + spmd_c	[0.]	[0.]
RE3119C: CE4821_c + h_c + nadph_c <=> clpndcoa_c + nadp_c	[1000.]	[0.]
RE0383C: guln_c + nadp_c <=> glcur_c + h_c + nadph_c	[1000.]	[0.]
RE3112C: CE4811_c + h_c + nadph_c <=> CE4810_c + nadp_c	[1000.]	[-1000.]
SRTNACT: accoa_c + srtn_c --> Nacsertn_c + coa_c + h_c	[1000.]	[0.]
AKR1C41: h_c + nadh_c + xol7ah_c --> nad_c + xol7ah2_c	[0.]	[0.]
RE3121C: CE4819_c + h_c + nadph_c <=> CE4817_c + nadp_c	[1000.]	[0.]
LCYSTCBOXL: Lcyst_c + h_c --> co2_c + taur_c	[1000.]	[1.03915335e-12]
AIRCr: air_c + co2_c <=> 5aizc_c + h_c	[1000.]	[0.]
r2391: HC00342_c + h_c + mal_L_m --> HC00342_m + h_m + mal_L_c	[1000.]	[6.91420448e-13]
RE3161C: h_c + lnlccoa_c + malcoa_c --> CE4841_c + co2_c + coa_c	[1000.]	[0.]
SPMDSH: nad_c + spmd_c <=> dhspmd_c + h_c + nadh_c	[0.]	[0.]
SRTNMTX: amet_c + srtn_c --> ahcys_c + h_c + nmthsrtn_c	[1000.]	[-1000.]
PIt2m_2: 2.0 h_c + pi_c --> 2.0 h_m + pi_m	[0.]	[0.]
r2392: HC00342_c + h_c + oxa_m --> HC00342_m + h_m + oxa_c	[1000.]	[0.]
LDH_D: lac_D_c + nad_c <=> h_c + nadh_c + pyr_c	[1000.]	[0.]
G3PD1ir: dhap_c + h_c + nadh_c <=> glyc3p_c + nad_c	[1000.]	[-1000.]
ACGAM6PSi: accoa_c + gam6p_c --> acgam6p_c + coa_c + h_c	[1000.]	[-1000.]
RE3111C: C04295_c + h_c + nad_c <=> 5adtststerone_c + nadh_c	[1000.]	[0.]
RE3165C: dlnlcgcoa_c + h_c + malcoa_c --> CE4845_c + co2_c + coa_c	[0.]	[0.]
LDH_L: lac_L_c + nad_c <=> h_c + nadh_c + pyr_c	[0.]	[0.]
RE3162C: CE4841_c + h_c + nadph_c <=> CE4840_c + nadp_c	[1000.]	[-1000.]
ACGALK2: acgal_c + itp_c --> acgal1p_c + h_c + idp_c	[0.]	[0.]
ASPDt6: asp_D_e + h_e + k_c + 3.0 na1_e --> asp_D_c + h_c + k_e + 3.0 na1_c	[1.71090327e-14]	[0.]
ESTSULT: estrone_c + paps_c --> estrones_c + h_c + pap_c	[1000.]	[0.]
RE3166C: CE4845_c + h_c + nadph_c <=> CE4844_c + nadp_c	[1000.]	[0.]
AKR1C1: h_c + nadph_c + prgstrn_c --> aprgstrn_c + nadp_c	[0.]	[0.]
RE3120C: h_c + malcoa_c + tmndnccoa_c --> CE4819_c + co2_c + coa_c	[1000.]	[0.]
ALR2: h_c + mthgxl_c + nadph_c --> acetol_c + nadp_c	[1000.]	[0.]
RE3476C: C04805_c + nadp_c <=> CE2084_c + h_c + nadph_c	[1000.]	[0.]
CRNtHa: crn_c + h_e --> crn_e + h_c	[1000.]	[0.]
SALMCOM: amet_c + nrpphr_c --> ahcys_c + h_c + normete_L_c	[1000.]	[0.]
GLCURtly: glcur_c + h_c <=> glcur_l + h_l	[1000.]	[0.]
ALR3: acetol_c + h_c + nadph_c --> 12ppd_S_c + nadp_c	[1000.]	[-1000.]
RE1954C: CE5661_c + h_c + nadph_c <=> CE5662_c + nadp_c	[1000.]	[-1.63826181e-11]
DOPAMT: amet_c + dopa_c --> 3moxtyr_c + ahcys_c + h_c	[0.]	[0.]
SALMCOM2: adrnl_c + amet_c --> ahcys_c + h_c + mepi_c	[0.]	[0.]
GLGNS1: ggn_c + 3.0 udpg_c --> glygn1_c + 3.0 h_c + 3.0 udp_c	[1000.]	[0.]
RE2908C: CE2592_c + nad_c <=> CE0853_c + h_c + nadh_c	[272.72727273]	[-2.13682101e-13]
RE2909C: CE1102_c + nad_c <=> CE0782_c + h_c + nadh_c	[0.]	[0.]
RE3502C: CE7085_c + nadp_c <=> CE7111_c + h_c + nadph_c	[0.]	[0.]
SAMHISTA: amet_c + hista_c --> ahcys_c + h_c + mhista_c	[0.]	[0.]
ARD: dhmtp_c + o2_c --> 2kmb_c + for_c + 2.0 h_c	[1000.]	[0.]
L_LACt2r: h_e + lac_L_e <=> h_c + lac_L_c	[1000.]	[0.]
HMGCOARc: 2.0 h_c + hmgcoa_c + 2.0 nadph_c <=> coa_c + mev_R_c + 2.0 nadp_c	[1000.]	[-1000.]
RE2910C: CE2597_c + nad_c <=> CE0692_c + h_c + nadh_c	[1000.]	[-1000.]
CRTNte: crtn_e + h_e <=> crtn_c + h_c	[0.]	[0.]
ACNAMlt: acnam_c + h_c <=> acnam_l + h_l	[0.]	[-1000.]
RE2049C: 4hphac_c + no2_c <=> CE1957_c + 2.0 h_c	[-3.62962356e-15]	[-377.77777778]
DPGM: 13dpg_c <=> 23dpg_c + h_c	[0.]	[0.]
4NPHSULT: 4nph_c + paps_c --> 4nphsf_c + h_c + pap_c	[1000.]	[0.]
TSTSTERONESULT: paps_c + tststerone_c --> h_c + pap_c + tststerones_c	[1000.]	[0.]
RE3263C: CE6316_c <=> CE6317_c + 2.0 h_c	[1000.]	[0.]
EAR40y: but2eACP_c + h_c + nadph_c --> butACP_c + nadp_c	[0.]	[0.]
ABTD: abt_c + nad_c <=> h_c + nadh_c + xylu_L_c	[1000.]	[9.64934213e-12]
3OAR100: 3odecACP_c + h_c + nadph_c --> 3hdecACP_c + nadp_c	[1000.]	[-1000.]
RE2122C: 34dhphe_c + amet_c --> CE2176_c + ahcys_c + h_c	[250.]	[2.54684017e-14]
EAR60y: h_c + nadph_c + thex2eACP_c --> hexACP_c + nadp_c	[0.]	[0.]
LALDD: lald_D_c + nadp_c <=> h_c + mthgxl_c + nadph_c	[333.33333333]	[-2.06150251e-11]
RE2127C: amet_c + bgly_c --> CE2934_c + ahcys_c + h_c	[1000.]	[-1000.]
THMt2m: h_c + thm_c --> h_m + thm_m	[0.]	[0.]
ABUTt2r: 4abut_e + h_e <=> 4abut_c + h_c	[0.]	[0.]
RE2154C: C03681_c + h_c + nadh_c <=> CE2211_c + nad_c	[1000.]	[-1000.]
GMPR: gmp_c + 2.0 h_c + nadph_c --> imp_c + nadp_c + nh4_c	[0.]	[0.]
EAR80y: h_c + nadph_c + toct2eACP_c --> nadp_c + ocACP_c	[1000.]	[0.]
RE2081C: accoa_c + carn_c <=> CE2065_c + coa_c + h_c	[333.33333333]	[0.]
PTCCL: h_c + pantylcys_c <=> co2_c + ptth_c	[0.]	[0.]
THMt3: h_c + thm_e <=> h_e + thm_c	[0.]	[-1000.]
HGNTOR: hgentis_c + o2_c --> 4mlacac_c + h_c	[1000.]	[-1000.]
ABUTt2rL: 4abut_l + h_l <=> 4abut_c + h_c	[1000.]	[0.]
GLYSARPEPT1tc: glysar_e + h_e --> glysar_c + h_c	[0.]	[0.]
RE2124C: amet_c + tym_c --> C02442_c + ahcys_c + h_c	[1000.]	[0.]
DEDOLR: dedol_c + h_c + nadph_c --> dolichol_c + nadp_c	[0.]	[0.]
RE2766C: nadp_c + tststerone_c <=> andrstndn_c + h_c + nadph_c	[0.]	[0.]
r0531: cytd_c + dutp_c <=> cmp_c + dudp_c + h_c	[0.]	[-1000.]
RE3470C: leuktrB4_c + nadp_c <=> CE7097_c + h_c + nadph_c	[1000.]	[-1000.]
NORANMT: amet_c + nrpphr_c --> adrnl_c + ahcys_c + h_c	[0.]	[-1000.]
HPYRR2x: h_c + hpyr_c + nadh_c --> glyc_S_c + nad_c	[1000.]	[0.]
r0245: glyc_c + nadp_c <=> glyald_c + h_c + nadph_c	[1000.]	[0.]
r2073: HC02172_e + h_e --> HC02172_c + h_c	[1000.]	[-1000.]
TRDR: h_c + nadph_c + trdox_c --> nadp_c + trdrd_c	[1000.]	[0.]
TRYPTAte: h_c + trypta_c <=> h_e + trypta_e	[1000.]	[0.]
GTHO: gthox_c + h_c + nadph_c --> 2.0 gthrd_c + nadp_c	[1000.]	[-1000.]
NMNS: h_c + ncam_c + prpp_c --> nmn_c + ppi_c	[1000.]	[0.]
HPYRDC: h_c + hpyr_c --> co2_c + gcald_c	[1000.]	[0.]
TRDR3: h_c + nadh_c + q10_c --> nad_c + q10h2_c	[1000.]	[0.]
ORNDC: h_c + orn_c --> co2_c + ptrc_c	[1000.]	[0.]
TRDR2: h_c + nadph_c + q10_c --> nadp_c + q10h2_c	[1000.]	[0.]
RE2410C: ddsmsterol_c + h_c + nadph_c <=> dsmsterol_c + nadp_c	[1000.]	[0.]
r0220: HC01668_c + coa_c <=> amp_c + 2.0 h_c + ppcoa_c	[0.]	[0.]
HPYRRx: h_c + hpyr_c + nadh_c --> glyc_R_c + nad_c	[1000.]	[0.]
RE2440C: 2.0 fna5moxam_c + h2o2_c <=> 2.0 CE5860_c + co2_c + for_c + h_c	[1000.]	[0.]
r0777: HC01652_c + 4.0 h_c <=> HC01710_c	[-6.91284346e-14]	[-6.91284346e-14]
RE3236C: CE5158_c + h_c + nadph_c <=> nadp_c + nrvnccoa_c	[1000.]	[0.]
RE1627C: C05301_c + amet_c <=> CE2183_c + ahcys_c + h_c	[1000.]	[0.]
RE3234C: CE5156_c + h_c + nadph_c <=> CE5157_c + nadp_c	[0.]	[0.]
RE2442C: CE2095_c + h_c + nadh_c <=> CE3086_c + nad_c + nh4_c	[1000.]	[2.95862194e-11]
ORNt4m: citr_L_c + h_c + orn_m <=> citr_L_m + h_m + orn_c	[0.]	[0.]
r0782: gdpddman_c + h_c + nadh_c --> gdpfuc_c + nad_c	[1000.]	[-1000.]
NNDPR: 2.0 h_c + prpp_c + quln_c --> co2_c + nicrnt_c + ppi_c	[666.66666667]	[0.]
ORNt3m: h_c + orn_m <=> h_m + orn_c	[1000.]	[0.]
TRIODTHYSULT: paps_c + triodthy_c --> h_c + pap_c + triodthysuf_c	[1000.]	[-1000.]
HPYRRy: h_c + hpyr_c + nadph_c --> glyc_R_c + nadp_c	[1000.]	[0.]
RE3108C: CE2209_c + nadp_c <=> 5adtststerone_c + h_c + nadph_c	[1000.]	[0.]
RE1796C: nad_c + xol7a_c <=> h_c + nadh_c + xol7aone_c	[0.]	[0.]
RE3150C: CE4830_c + h_c + nadph_c <=> CE4837_c + nadp_c	[1000.]	[-1000.]
CGLYt3_2: cgly_e + 2.0 h_e --> cgly_c + 2.0 h_c	[0.]	[0.]
Htg: h_g <=> h_c	[1000.]	[0.]
RE3103C: h_c + lnlncgcoa_c + malcoa_c --> CE4793_c + co2_c + coa_c	[1000.]	[-1000.]
CARPEPT1tc: carn_e + h_e --> carn_c + h_c	[0.]	[0.]
HAS2: ha_pre1_e + uacgam_c + udpglcur_c --> 2.0 h_c + ha_e + 2.0 udp_c	[1000.]	[0.]
RE1804C: CE0233_c + nad_c <=> h_c + nadh_c + xol7ah2al_c	[1000.]	[0.]
r0402: HC01254_c + h_c + nadph_c --> nadp_c + thbpt_c	[1000.]	[6.59616482e-12]
5HLTDL: 5htrp_c + h_c --> co2_c + srtn_c	[0.]	[0.]
Htr: h_c <=> h_r	[1000.]	[0.]
HXDCEALOR: h_c + hxdceal_c + nadph_c --> hxdcal_c + nadp_c	[1000.]	[-1000.]
RE3110C: h_c + malcoa_c + strdnccoa_c --> CE4811_c + co2_c + coa_c	[1000.]	[0.]
2HBO: 2hb_c + nad_c <=> 2obut_c + h_c + nadh_c	[1000.]	[0.]
3OAR120: 3oddecACP_c + h_c + nadph_c --> 3hddecACP_c + nadp_c	[1000.]	[-1000.]
UGCGc: crm_cho_c + udpg_c --> gluside_cho_c + h_c + udp_c	[200.]	[6.71273144e-14]
3OAR160: 3opalmACP_c + h_c + nadph_c --> 3hpalmACP_c + nadp_c	[1000.]	[0.]
UPPDC1: 4.0 h_c + uppg3_c --> 4.0 co2_c + cpppg3_c	[142.85714286]	[-1.11133087e-12]
PCLAD: cmusa_c + h_c --> am6sa_c + co2_c	[125.]	[0.]
RE3308C: CE5349_c + h_c + nadph_c <=> CE5343_c + nadp_c	[1000.]	[-1.1045765e-11]
ARABR: arab_L_c + h_c + nadph_c --> abt_c + nadp_c	[0.]	[0.]
RE1711C: CE1918_c + nadp_c <=> 5hoxindact_c + h_c + nadph_c	[1000.]	[0.]
RE3106C: CE4812_c + h_c + nadph_c <=> eicostetcoa_c + nadp_c	[1000.]	[-1000.]
RE3175C: CE4851_c + h_c + nadph_c <=> CE4849_c + nadp_c	[1000.]	[0.]
RE3154C: CE4834_c + h_c + nadph_c <=> CE4849_c + nadp_c	[0.]	[0.]
3OAR140: 3omrsACP_c + h_c + nadph_c --> 3hmrsACP_c + nadp_c	[0.]	[0.]
r0673: 6pthp_c + h_c + nadph_c --> HC01254_c + nadp_c	[166.66666667]	[-1.62367711e-13]
CARNMT: amet_c + carn_c --> ahcys_c + anser_c + h_c	[0.]	[0.]
3OAR40: actACP_c + h_c + nadph_c --> 3hbutACP_c + nadp_c	[0.]	[0.]
RIBt2: h_e + rib_D_e --> h_c + rib_D_c	[1000.]	[2.51345216e-11]
5ADTSTSTERONESULT: 5adtststerone_c + paps_c --> 5adtststerones_c + h_c + pap_c	[1000.]	[0.]
Htx: h_c <=> h_x	[1000.]	[0.]
r0354: glc_D_c + itp_c --> g6p_c + h_c + idp_c	[1000.]	[-1000.]
r0422: icit_c + nadp_c <=> HC01434_c + h_c + nadph_c	[1000.]	[0.]
RE3151C: arachdcoa_c + h_c + malcoa_c --> CE4833_c + co2_c + coa_c	[1000.]	[-1000.]
RE3198C: L_dpchrm_c + h_c + nadh_c <=> 2c23dh56dhoxin_c + nad_c	[0.]	[0.]
r0611: HC00664_c + itp_c --> HC01180_c + h_c + idp_c	[1000.]	[-1.22019175e-11]
RE3224C: h_c + malcoa_c + odecoa_c --> CE5144_c + co2_c + coa_c	[0.]	[0.]
RE3104C: CE5114_c + h_c + nadph_c <=> dlnlcgcoa_c + nadp_c	[500.]	[0.]
GULN3D: guln_c + nad_c <=> 3dhguln_c + h_c + nadh_c	[0.]	[0.]
3OAR180: 3ooctdACP_c + h_c + nadph_c --> 3hoctaACP_c + nadp_c	[1000.]	[0.]
r0330: 56dthm_c + nad_c --> h_c + nadh_c + thym_c	[125.]	[0.]
r0615: 4hpro_LT_c + nad_c <=> 1p3h5c_c + 2.0 h_c + nadh_c	[1000.]	[0.]
SPR: 6pthp_c + 2.0 h_c + 2.0 nadph_c --> 2.0 nadp_c + thbpt_c	[1000.]	[-1000.]
r0360: itp_c + man_c --> h_c + idp_c + man6p_c	[0.]	[0.]
PPDOy: h_c + lald_D_c + nadph_c --> 12ppd_R_c + nadp_c	[1000.]	[0.]
34DHPEAR: 34dhpac_c + h_c + nadph_c --> 34dhpe_c + nadp_c	[1000.]	[0.]
GACMTRc: amet_c + gudac_c <=> ahcys_c + creat_c + h_c	[0.]	[0.]
D_LACtm: h_c + lac_D_c <=> h_m + lac_D_m	[1000.]	[-1000.]
SPRMS: ametam_c + spmd_c --> 5mta_c + h_c + sprm_c	[0.]	[0.]
GAUGE-R00310: fe2_c + ppp9_c <=> 2.0 h_c + pheme_c	[1000.]	[0.]
BILIRED2: biliverd_c + h_c + nadh_c --> bilirub_c + nad_c	[125.]	[-1000.]
XYLOR: nadp_c + xyl_D_c --> h_c + nadph_c + xylnact_D_c	[1000.]	[0.]
r2381: akg_m + cit_c + h_c --> akg_c + cit_m + h_m	[0.]	[0.]
r2388: h_c + icit_c + oxa_m --> h_m + icit_m + oxa_c	[1000.]	[0.]
34DHOXPEGOX: 34dhmald_c + h_c + nadh_c <=> 34dhoxpeg_c + nad_c	[1000.]	[0.]
RE1235C: accoa_c + spmd_c <=> coa_c + h_c + n8aspmd_c	[1000.]	[-1000.]
XYLR: nadp_c + xylt_c --> h_c + nadph_c + xyl_D_c	[0.]	[0.]
3DSPHR: 3dsphgn_c + h_c + nadph_c --> nadp_c + sphgn_c	[1000.]	[0.]
r2382: cit_c + h_c + succ_m --> cit_m + h_m + succ_c	[1000.]	[0.]
r0363: gam_c + itp_c --> gam6p_c + h_c + idp_c	[1000.]	[0.]
PYRt2m: h_c + pyr_c <=> h_m + pyr_m	[1000.]	[0.]
NACHORCTL3le: h_e + nac_e --> h_c + nac_c	[1000.]	[-1000.]
RE1240C: N1sprm_c + accoa_c <=> C03413_c + coa_c + h_c	[1000.]	[0.]
DHEASULT: dhea_c + paps_c --> dheas_c + h_c + pap_c	[0.]	[0.]
RE1234C: accoa_c + spmd_c --> N1aspmd_c + coa_c + h_c	[1000.]	[0.]
FALDH: fald_c + gthrd_c + nad_c <=> Sfglutth_c + h_c + nadh_c	[0.]	[0.]
PYRt2p: h_c + pyr_c <=> h_x + pyr_x	[1000.]	[-1000.]
r2384: cit_c + h_c + oxa_m --> cit_m + h_m + oxa_c	[1000.]	[-1000.]
