NCBI GeneID	Symbol	Description
107978525	LOC107978525	small integral membrane protein 14-like
107978529	LOC107978529	uncharacterized LOC107978529
107978533	LOC107978533	uncharacterized LOC107978533
107978535	LOC107978535	uncharacterized LOC107978535
107978541	LOC107978541	uncharacterized LOC107978541
107978542	LOC107978542	GRB2-associated-binding protein 2-like
107978543	Trnac-gca	transfer RNA cysteine (anticodon GCA)
107978544	Trnac-gca	transfer RNA cysteine (anticodon GCA)
107978545	Trnac-gca	transfer RNA cysteine (anticodon GCA)
107978546	Trnac-gca	transfer RNA cysteine (anticodon GCA)
107978549	Trnac-gca	transfer RNA cysteine (anticodon GCA)
107978551	LOC107978551	60S ribosomal protein L9-like
107978556	Trnai-uau	transfer RNA isoleucine (anticodon UAU)
107978558	Trnai-uau	transfer RNA isoleucine (anticodon UAU)
107978561	Trnak-uuu	transfer RNA lysine (anticodon UUU)
107978562	Trnak-uuu	transfer RNA lysine (anticodon UUU)
107978570	Trnav-aac	transfer RNA valine (anticodon AAC)
107978571	LOC107978571	60S ribosomal protein L23a-like
107978573	LOC107978573	uncharacterized LOC107978573
107978574	LOC107978574	peptidyl-prolyl cis-trans isomerase A-like
107978577	Trnac-gca	transfer RNA cysteine (anticodon GCA)
107978578	Trnac-gca	transfer RNA cysteine (anticodon GCA)
107978579	LOC107978579	uncharacterized LOC107978579
107978581	Trnak-uuu	transfer RNA lysine (anticodon UUU)
107978582	LOC107978582	small nuclear ribonucleoprotein E-like
107978584	LOC107978584	uncharacterized LOC107978584
107978585	LOC107978585	uncharacterized LOC107978585
107978597	LOC107978597	small nuclear ribonucleoprotein E-like
107978599	Trnak-cuu	transfer RNA lysine (anticodon CUU)
107978602	LOC107978602	ubiquitin-conjugating enzyme E2 K-like
107978605	LOC107978605	uncharacterized LOC107978605
107978608	LOC107978608	GRB2-associated-binding protein 2-like
107978609	LOC107978609	uncharacterized LOC107978609
107978610	LOC107978610	WAS/WASL-interacting protein family member 1-like
107978611	LOC107978611	uncharacterized LOC107978611
107978612	LOC107978612	uncharacterized LOC107978612
107978614	LOC107978614	40S ribosomal protein S27-like
107978617	LOC107978617	protein SET
107978618	Trnas-uga	transfer RNA serine (anticodon UGA)
107978619	LOC107978619	uncharacterized LOC107978619
107978623	LOC107978623	uncharacterized LOC107978623
107978629	LOC107978629	uncharacterized LOC107978629
107978639	LOC107978639	uncharacterized LOC107978639
107978641	LOC107978641	uncharacterized LOC107978641
107978642	LOC107978642	uncharacterized LOC107978642
107978645	LOC107978645	small nuclear ribonucleoprotein G-like
107978650	LOC107978650	uncharacterized LOC107978650
107978652	LOC107978652	uncharacterized LOC107978652
107978653	LOC107978653	uncharacterized LOC107978653
107978655	Trnam-cau	transfer RNA methionine (anticodon CAU)
107978659	LOC107978659	uncharacterized LOC107978659
107978660	LOC107978660	uncharacterized LOC107978660
107978661	Trnar-ccg	transfer RNA arginine (anticodon CCG)
107978662	Trnap-agg	transfer RNA proline (anticodon AGG)
107978663	Trnak-cuu	transfer RNA lysine (anticodon CUU)
107978664	Trnak-cuu	transfer RNA lysine (anticodon CUU)
107978665	Trnak-cuu	transfer RNA lysine (anticodon CUU)
107978666	Trnap-agg	transfer RNA proline (anticodon AGG)
107978667	Trnar-ccu	transfer RNA arginine (anticodon CCU)
107978668	Trnak-cuu	transfer RNA lysine (anticodon CUU)
107978670	Trnar-ccu	transfer RNA arginine (anticodon CCU)
107978671	Trnap-ugg	transfer RNA proline (anticodon UGG)
107978672	Trnak-cuu	transfer RNA lysine (anticodon CUU)
107978673	Trnap-ugg	transfer RNA proline (anticodon UGG)
107978675	LOC107978675	uncharacterized LOC107978675
107978677	LOC107978677	40S ribosomal protein S29-like
107978678	LOC107978678	uncharacterized LOC107978678
107978680	LOC107978680	Friend virus susceptibility protein 1
107978681	LOC107978681	40S ribosomal protein S2-like
107978682	LOC107978682	small nuclear ribonucleoprotein G-like
107978683	LOC107978683	uncharacterized LOC107978683
107978688	LOC107978688	uncharacterized LOC107978688
107978690	LOC107978690	uncharacterized LOC107978690
107978692	LOC107978692	taste receptor type 2 member 113-like
107978696	LOC107978696	uncharacterized LOC107978696
107978700	Trnah-gug	transfer RNA histidin (anticodon GUG)
107978705	LOC107978705	60S ribosomal protein L17-like
107978707	LOC107978707	uncharacterized LOC107978707
107978708	LOC107978708	uncharacterized LOC107978708
107978713	LOC107978713	uncharacterized LOC107978713
107978721	Trnak-cuu	transfer RNA lysine (anticodon CUU)
107978725	LOC107978725	uncharacterized LOC107978725
107978727	LOC107978727	uncharacterized LOC107978727
107978728	LOC107978728	uncharacterized LOC107978728
107978730	LOC107978730	uncharacterized LOC107978730
107978731	LOC107978731	anaphase-promoting complex subunit CDC26-like
107978734	LOC107978734	uncharacterized LOC107978734
107978740	LOC107978740	uncharacterized LOC107978740
107978745	LOC107978745	uncharacterized LOC107978745
107978748	LOC107978748	elongin-B-like
107978752	LOC107978752	uncharacterized LOC107978752
107978756	LOC107978756	60S ribosomal protein L15-like
107978763	Trnaf-gaa	transfer RNA phenylalanine (anticodon GAA)
107978764	LOC107978764	basic proline-rich protein-like
107978766	Trnas-gcu	transfer RNA serine (anticodon GCU)
107978767	Trnam-cau	transfer RNA methionine (anticodon CAU)
107978768	Trnak-uuu	transfer RNA lysine (anticodon UUU)
107978769	Trnae-cuc	transfer RNA glutamic acid (anticodon CUC)
107978770	Trnam-cau	transfer RNA methionine (anticodon CAU)
107978771	Trnag-gcc	transfer RNA glycine (anticodon GCC)
107978772	Trnat-cgu	transfer RNA threonine (anticodon CGU)
107978773	Trnar-ucg	transfer RNA arginine (anticodon UCG)
107978774	Trnat-ugu	transfer RNA threonine (anticodon UGU)
107978775	Trnak-cuu	transfer RNA lysine (anticodon CUU)
107978776	Trnat-cgu	transfer RNA threonine (anticodon CGU)
107978777	Trnam-cau	transfer RNA methionine (anticodon CAU)
107978778	Trnaa-agc	transfer RNA alanine (anticodon AGC)
107978779	Trnaa-cgc	transfer RNA alanine (anticodon CGC)
107978780	Trnaa-agc	transfer RNA alanine (anticodon AGC)
107978781	Trnaa-ugc	transfer RNA alanine (anticodon UGC)
107978782	Trnaa-agc	transfer RNA alanine (anticodon AGC)
107978783	Trnaa-agc	transfer RNA alanine (anticodon AGC)
107978784	Trnal-caa	transfer RNA leucine (anticodon CAA)
107978785	Trnaq-cug	transfer RNA glutamine (anticodon CUG)
107978786	Trnal-aag	transfer RNA leucine (anticodon AAG)
107978787	Trnam-cau	transfer RNA methionine (anticodon CAU)
107978788	Trnaq-uug	transfer RNA glutamine (anticodon UUG)
107978789	Trnaf-gaa	transfer RNA phenylalanine (anticodon GAA)
107978790	Trnat-agu	transfer RNA threonine (anticodon AGU)
107978791	Trnar-ccg	transfer RNA arginine (anticodon CCG)
107978793	LOC107978793	60S ribosomal protein L30
107978801	LOC107978801	uncharacterized LOC107978801
107978802	LOC107978802	small nuclear ribonucleoprotein G-like
107978803	Trnay-gua	transfer RNA tyrosine (anticodon GUA)
107978804	LOC107978804	uncharacterized LOC107978804
107978805	LOC107978805	40S ribosomal protein S6-like
107978806	LOC107978806	uncharacterized LOC107978806
107978810	Trnan-guu	transfer RNA asparagine (anticodon GUU)
107978812	LOC107978812	uncharacterized LOC107978812
107978813	LOC107978813	uncharacterized LOC107978813
107978815	LOC107978815	uncharacterized LOC107978815
107978816	LOC107978816	uncharacterized LOC107978816
107978819	Trnap-ugg	transfer RNA proline (anticodon UGG)
107978821	LOC107978821	60S ribosomal protein L26-like
107978822	LOC107978822	40S ribosomal protein S2-like
107978827	Trnak-cuu	transfer RNA lysine (anticodon CUU)
107978828	LOC107978828	uncharacterized LOC107978828
107978829	LOC107978829	uncharacterized LOC107978829
107978832	LOC107978832	uncharacterized LOC107978832
107978838	LOC107978838	uncharacterized LOC107978838
107978840	LOC107978840	uncharacterized LOC107978840
107978843	Trnag-gcc	transfer RNA glycine (anticodon GCC)
107978846	LOC107978846	uncharacterized LOC107978846
107978849	LOC107978849	uncharacterized LOC107978849
107978850	LOC107978850	60S ribosomal protein L21-like
107978855	LOC107978855	uncharacterized LOC107978855
107978865	LOC107978865	uncharacterized LOC107978865
107978866	LOC107978866	uncharacterized LOC107978866
107978870	LOC107978870	uncharacterized LOC107978870
107978871	LOC107978871	uncharacterized LOC107978871
107978879	LOC107978879	uncharacterized LOC107978879
107978890	LOC107978890	vomeronasal type-1 receptor 2-like
107978891	LOC107978891	uncharacterized LOC107978891
107978894	LOC107978894	uncharacterized LOC107978894
107978895	LOC107978895	uncharacterized LOC107978895
107978896	LOC107978896	60S ribosomal protein L35a-like
107978900	LOC107978900	lysine-rich nucleolar protein 1-like
107978911	Trnak-cuu	transfer RNA lysine (anticodon CUU)
107978913	LOC107978913	GRB2-associated-binding protein 2-like
107978916	Trnak-cuu	transfer RNA lysine (anticodon CUU)
107978918	LOC107978918	uncharacterized LOC107978918
107978920	Trnag-gcc	transfer RNA glycine (anticodon GCC)
107978922	LOC107978922	small nuclear ribonucleoprotein G-like
107978924	LOC107978924	zinc finger protein 431-like
107978926	Trnae-cuc	transfer RNA glutamic acid (anticodon CUC)
107978927	LOC107978927	40S ribosomal protein S15a-like
107978930	LOC107978930	uncharacterized LOC107978930
107978934	LOC107978934	peptidyl-prolyl cis-trans isomerase A-like
107978937	Trnad-guc	transfer RNA aspartic acid (anticodon GUC)
107978938	Trnaf-gaa	transfer RNA phenylalanine (anticodon GAA)
107978939	Trnad-guc	transfer RNA aspartic acid (anticodon GUC)
107978940	Trnaa-ugc	transfer RNA alanine (anticodon UGC)
107978941	Trnaa-ugc	transfer RNA alanine (anticodon UGC)
107978945	Trnak-cuu	transfer RNA lysine (anticodon CUU)
107978946	LOC107978946	uncharacterized LOC107978946
107978948	LOC107978948	CDC42 small effector protein 1-like
107978949	LOC107978949	mitochondrial Rho GTPase 2-like
107978951	LOC107978951	uncharacterized LOC107978951
107978956	Trnak-cuu	transfer RNA lysine (anticodon CUU)
107978959	LOC107978959	uncharacterized LOC107978959
107978968	LOC107978968	tubulin alpha-8 chain-like
107978969	LOC107978969	integrator complex subunit 6-like
107978970	LOC107978970	uncharacterized LOC107978970
107978971	LOC107978971	guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-5-like
107978972	LOC107978972	ragulator complex protein LAMTOR3-like
107978973	Trnaf-gaa	transfer RNA phenylalanine (anticodon GAA)
107978977	LOC107978977	uncharacterized LOC107978977
107978989	LOC107978989	uncharacterized LOC107978989
107978991	LOC107978991	uncharacterized LOC107978991
107978995	LOC107978995	uncharacterized LOC107978995
107978998	Trnan-guu	transfer RNA asparagine (anticodon GUU)
107978999	Trnan-guu	transfer RNA asparagine (anticodon GUU)
107979000	Trnag-ccc	transfer RNA glycine (anticodon CCC)
107979001	LOC107979001	uncharacterized LOC107979001
107979003	LOC107979003	uncharacterized LOC107979003
107979008	LOC107979008	cytochrome c oxidase subunit 7C, mitochondrial-like
107979009	LOC107979009	40S ribosomal protein S2-like
107979012	LOC107979012	uncharacterized LOC107979012
107979013	LOC107979013	speckle-type POZ protein-like
107979015	Trnai-aau	transfer RNA isoleucine (anticodon AAU)
107979016	Trnam-cau	transfer RNA methionine (anticodon CAU)
107979020	LOC107979020	allograft inflammatory factor 1-like
107979021	LOC107979021	uncharacterized LOC107979021
107979026	LOC107979026	uncharacterized LOC107979026
107979027	LOC107979027	uncharacterized LOC107979027
107979029	LOC107979029	60S ribosomal protein L7a-like
107979030	LOC107979030	uncharacterized LOC107979030
107979037	LOC107979037	disintegrin and metalloproteinase domain-containing protein 20-like
107979040	LOC107979040	zinc finger protein 431
107979044	Trnac-gca	transfer RNA cysteine (anticodon GCA)
107979045	Trnac-gca	transfer RNA cysteine (anticodon GCA)
107979047	Trnac-gca	transfer RNA cysteine (anticodon GCA)
107979048	Trnac-gca	transfer RNA cysteine (anticodon GCA)
107979049	Trnac-gca	transfer RNA cysteine (anticodon GCA)
107979050	Trnac-gca	transfer RNA cysteine (anticodon GCA)
107979051	Trnac-gca	transfer RNA cysteine (anticodon GCA)
107979053	Trnac-gca	transfer RNA cysteine (anticodon GCA)
107979054	Trnac-gca	transfer RNA cysteine (anticodon GCA)
107979055	LOC107979055	uncharacterized LOC107979055
107979063	Trnak-uuu	transfer RNA lysine (anticodon UUU)
107979065	LOC107979065	uncharacterized LOC107979065
107979067	Trnak-cuu	transfer RNA lysine (anticodon CUU)
107979069	LOC107979069	60S ribosomal protein L17-like
107979071	LOC107979071	60S ribosomal protein L35a-like
107979073	LOC107979073	60S ribosomal protein L36a-like
107979079	Trnan-guu	transfer RNA asparagine (anticodon GUU)
107979080	LOC107979080	uncharacterized LOC107979080
107979086	LOC107979086	uncharacterized LOC107979086
107979088	LOC107979088	uncharacterized LOC107979088
107979091	LOC107979091	uncharacterized LOC107979091
107979094	Trnal-cag	transfer RNA leucine (anticodon CAG)
107979095	Trnag-ucc	transfer RNA glycine (anticodon UCC)
107979096	Trnad-guc	transfer RNA aspartic acid (anticodon GUC)
107979097	Trnan-guu	transfer RNA asparagine (anticodon GUU)
107979098	Trnav-cac	transfer RNA valine (anticodon CAC)
107979099	Trnae-cuc	transfer RNA glutamic acid (anticodon CUC)
107979100	Trnag-ucc	transfer RNA glycine (anticodon UCC)
107979101	Trnad-guc	transfer RNA aspartic acid (anticodon GUC)
107979102	Trnag-gcc	transfer RNA glycine (anticodon GCC)
107979103	Trnag-gcc	transfer RNA glycine (anticodon GCC)
107979104	Trnal-cag	transfer RNA leucine (anticodon CAG)
107979105	Trnae-cuc	transfer RNA glutamic acid (anticodon CUC)
107979106	Trnad-guc	transfer RNA aspartic acid (anticodon GUC)
107979107	Trnae-cuc	transfer RNA glutamic acid (anticodon CUC)
107979108	Trnag-gcc	transfer RNA glycine (anticodon GCC)
107979109	Trnal-cag	transfer RNA leucine (anticodon CAG)
107979110	Trnal-aag	transfer RNA leucine (anticodon AAG)
107979111	Trnal-cag	transfer RNA leucine (anticodon CAG)
107979112	Trnag-gcc	transfer RNA glycine (anticodon GCC)
107979116	LOC107979116	uncharacterized LOC107979116
107979120	LOC107979120	uncharacterized LOC107979120
107979121	LOC107979121	uncharacterized LOC107979121
107979125	LOC107979125	40S ribosomal protein S6-like
107979129	LOC107979129	uncharacterized LOC107979129
107979130	Trnar-ccu	transfer RNA arginine (anticodon CCU)
107979136	LOC107979136	chromobox protein homolog 3-like
107979141	LOC107979141	uncharacterized LOC107979141
107979144	LOC107979144	60S ribosomal protein L31-like
107979146	LOC107979146	uncharacterized LOC107979146
107979147	LOC107979147	uncharacterized LOC107979147
107979155	LOC107979155	60S ribosomal protein L37-like
107979159	LOC107979159	uncharacterized LOC107979159
107979163	LOC107979163	olfactory receptor 14J1-like
107979168	LOC107979168	uncharacterized LOC107979168
107979169	LOC107979169	uncharacterized LOC107979169
107979184	LOC107979184	uncharacterized LOC107979184
107979187	Trnae-cuc	transfer RNA glutamic acid (anticodon CUC)
107979188	Trnah-gug	transfer RNA histidin (anticodon GUG)
107979189	Trnah-gug	transfer RNA histidin (anticodon GUG)
107979190	Trnan-guu	transfer RNA asparagine (anticodon GUU)
107979191	Trnah-gug	transfer RNA histidin (anticodon GUG)
107979192	Trnan-guu	transfer RNA asparagine (anticodon GUU)
107979193	Trnah-gug	transfer RNA histidin (anticodon GUG)
107979195	Trnag-ucc	transfer RNA glycine (anticodon UCC)
107979196	Trnah-gug	transfer RNA histidin (anticodon GUG)
107979197	Trnak-cuu	transfer RNA lysine (anticodon CUU)
107979198	Trnan-guu	transfer RNA asparagine (anticodon GUU)
107979200	LOC107979200	glyceraldehyde-3-phosphate dehydrogenase-like
107979208	Trnap-ugg	transfer RNA proline (anticodon UGG)
107979209	Trnap-agg	transfer RNA proline (anticodon AGG)
107979210	LOC107979210	uncharacterized LOC107979210
107979212	LOC107979212	uncharacterized LOC107979212
107979216	LOC107979216	60S ribosomal protein L23a-like
107979219	LOC107979219	40S ribosomal protein S6-like
107979222	Trnaq-uug	transfer RNA glutamine (anticodon UUG)
107979223	Trnak-uuu	transfer RNA lysine (anticodon UUU)
107979224	LOC107979224	uncharacterized LOC107979224
107979229	LOC107979229	uncharacterized LOC107979229
107979230	LOC107979230	thioredoxin-like protein 4A
107979238	LOC107979238	60S ribosomal protein L37a-like
107979239	LOC107979239	Krueppel-like factor 13
